id;aktion;stufe;fach;bereich;typ;kategorie;grund;ersatz
M-ST-104;korrigiert;Variation zurückgeholt;3;Statistik;mc;;"Rechenvariante zu M-ST-006 mit anderen Zahlen und anderem Sachverhalt (Reklamationen statt Verspätungen); Distraktoren zu typischen Bezugsfehlern, w ergänzt.";
M-ST-106;korrigiert;Variation zurückgeholt;3;Statistik;mc→calc;;"Variation: Preisindex rückwärts gerechnet (Preis aus der Indexzahl) statt ein weiteres Mal vorwärts wie M-ST-919 mit gleichem Ergebnis 120; neue Zahlen, als calc mit Rundungsvorgabe";
M-ST-107;korrigiert;Themenpaket M-A;3;Statistik;mc;;w fehlte.;
M-ST-110;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-911 mit anderen Mengen und Preisen; Mengen so geändert, dass das gewogene Mittel (1,70 €/l) vom einfachen Mittel (1,75 €/l) abweicht – im Original waren beide gleich; Rundungsvorgabe ergänzt.";
M-ST-111;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-913 mit acht Werten (Median aus 4. und 5. Wert); Rundungsvorgabe ergänzt.";
M-ST-114;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-119 mit anderen Zahlen und Sachverhalt (Elektroanteil im Fuhrpark); Rundungsvorgabe ergänzt.";
M-ST-120;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-913 mit anderem Sachverhalt (Wartezeiten bei Werkstattaufträgen statt Rampe) und einem Ausreißer, sodass Median und Mittelwert auseinanderfallen (im Original beide 13); Rundungsvorgabe ergänzt.";
M-ST-901;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-910 mit anderen Zahlen; Du-Form durch Sie-Form ersetzt, Sachbezug und Rundungsvorgabe ergänzt.";
M-ST-902;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-912 mit anderen Zahlen und anderem Sachverhalt (Verspätungen); Du-Form durch Sie-Form ersetzt, Sachbezug und Rundungsvorgabe ergänzt.";
M-ST-903;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Variation: Spannweite mit anderen Zahlen und anderer Situation (Wartezeiten an der Rampe); Du-Form und fehlender Sachbezug behoben, Einheit und Rundungsvorgabe ergänzt";
M-ST-904;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-112: Wachstumsrate rückwärts gerechnet (Grundwert aus Endwert und Rate) – zeigt, dass sich die Veränderung auf den Vorjahreswert bezieht; das Original hatte dieselbe Basis 250.000 € wie M-ST-112.";
M-ST-905;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-913 (Median bei gerader Anzahl, ungeordnete Werte) mit anderen Zahlen; Du-Form ersetzt, Sachbezug ergänzt, Zahlen so gewählt, dass Median und Mittelwert verschieden sind.";
M-ST-911;korrigiert;Themenpaket M-A / Zusammenführung;3;Statistik;calc;;Einheit „€“ statt „€/l“. | Hinweis auf den typischen Fehler (einfaches statt gewogenes Mittel) aus der Dublettenfassung ergänzt;
M-ST-916;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu M-ST-112 mit anderen Zahlen und Mengengröße (Tonnen); Rundungsvorgabe ergänzt.";
M-ST-918;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante: Anteil der Gegenmenge (pünktliche Sendungen) statt des direkt genannten Teils – andere gesuchte Größe als M-ST-006/M-ST-119; Rundungsvorgabe ergänzt.";
M-ST-921;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zum gewogenen Mittel mit Gewichtsfaktoren statt Mengen (vgl. M-ST-911); die erfundene Gewichtung der Meisterprüfung durch einen betrieblichen Beurteilungsfall ersetzt; Rundungsvorgabe ergänzt.";
PX-K-135;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Vorlage „Mittelwert“ mehrfach vorhanden (PX-K-165/-187/-197/-219/-256); auf die in den NT-Prüfungen verlangte Standardabweichung umgestellt; Statistik gehört zu Fach 3 (wie M-ST)";
PX-K-146;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-155;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-156;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“; leeres unit-Feld entfernt";
PX-K-165;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-166;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-173;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;mc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Distraktoren ohne Begründung – w ergänzt; Statistik in Fach 3 umsortiert";
PX-K-176;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-177;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-187;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-197;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-198;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik gehört zu Fach 3 „Statistik“ (wie die übrigen Statistikfragen M-ST); Inhalt unverändert";
PX-K-219;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik in Fach 3 umsortiert; sachfremder Hinweis auf einen Rechenfehler im IHK-Lösungshinweis entfernt";
PX-K-228;korrigiert + umsortiert;Themenpaket K-A / Querschnitt;3;Statistik;mc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Distraktoren ohne Begründung – w ergänzt; Statistik in Fach 3 umsortiert | Erklärung: Anteil unter 3.400 h bei x̄ = 3.600 h und s = 170 h beträgt rund 12 % (z = −1,18), nicht 11 %";
PX-K-236;korrigiert + umsortiert;Themenpaket K-A / Optionslängen;3;Statistik;mc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Distraktoren ohne Begründung – w ergänzt, richtige Option gekürzt; Statistik in Fach 3 umsortiert | Rechenweg (6 s = 8,1 g > 6 g) aus der richtigen Option in die Erklärung";
PX-K-246;korrigiert + umsortiert;Themenpaket K-A / Optionslängen;3;Statistik;mc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Distraktoren ohne Begründung – w ergänzt, richtige Option gekürzt; Statistik in Fach 3 umsortiert | Rechenweg aus der richtigen Option in die Erklärung";
PX-K-265;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"vierte Mittelwertaufgabe nach gleicher Vorlage (Häufigkeitstabelle); auf die in der Prüfung verlangte Standardabweichung umgestellt (NT 2015-05 Aufg. 7e); Statistik in Fach 3";
PX-K-273;korrigiert + umsortiert;Themenpaket K-A;3;Statistik;calc;von Kraftverkehr/NT · Naturwissenschaftliche und technische Grundlagen;"Statistik in Fach 3 umsortiert; Folgewert in der Erklärung korrigiert (≈ 6,4 % statt 6 %)";
PX-M-007;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante (Anteil mit zwei Nachkommastellen) mit Speditionsbezug statt Fahrradmontage; Rundungsvorgabe übernommen.";
PX-M-008;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Rechenvariante zu PX-M-007: Anteilsrechnung rückwärts (zulässige Anzahl aus vorgegebener Quote) statt eines zweiten, fast gleichen Fehleranteils aus demselben Los; Speditionsbezug, Rundungsvorgabe.";
PX-M-017;korrigiert;Themenpaket M-A;3;Statistik;calc→open;;"Zahlen/Kontext aus der Originalprüfung übernommen; drei gleichartige Einzelaufgaben (PX-M-017/018/019); zu einer übertragbaren Tabellenaufgabe mit Kraftverkehrsbezug zusammengefasst.";
PX-M-018;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Variation: prozentuale Veränderung als Einzelaufgabe mit Rückgang und anderen Zahlen als PX-M-017; Sachbezug und Rundungsvorgabe ergänzt";
PX-M-019;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Variation: prozentuale Veränderung mit Wechsel der Bezugsgröße (Anstieg +40 %, Rückgang nur −28,57 %) – andere gesuchte Größe als PX-M-017 und PX-M-018; Rundungsvorgabe ergänzt";
PX-M-035;korrigiert;Themenpaket M-A;3;Statistik;mc;;"Optionen ungleich lang, w fehlte; Kraftverkehrsbezug ergänzt.";
PX-M-052;korrigiert;Variation zurückgeholt;3;Statistik;calc;;"Variation: Anteil in % mit anderer Situation (Lieferantenbewertung) und anderer gesuchter Größe (Anteil der vertragsgemäßen statt der fehlerhaften Einheiten wie in PX-M-073); Formel in e ergänzt";
PX-M-059;korrigiert;Themenpaket M-A;3;Statistik;calc;;Erklärung bezieht sich auf eine Zielvorgabe, die in der Frage fehlte – ergänzt.;
PX-M-060;korrigiert;Themenpaket M-A;3;Statistik;calc;;Erklärung bezieht sich auf eine Zielvorgabe, die in der Frage fehlte – ergänzt.;
PX-M-063;korrigiert;Themenpaket M-A;3;Statistik;calc;;"Zahlen/Kontext aus der Originalprüfung übernommen; mit neuen Werten und Fuhrparkbezug übertragbar gemacht.";
PX-M-068;korrigiert;Themenpaket M-A;3;Statistik;calc→open;;"Zahlen/Kontext aus der Originalprüfung übernommen; reine Einzelrechnung; zur übertragbaren Tabellenaufgabe mit Verhältniszahlen erweitert (MI 05/2020, Aufg. 4).";
PX-M-079;korrigiert;Themenpaket M-A;3;Statistik;calc;;"Zahlen/Kontext aus der Originalprüfung übernommen; mit neuen Werten und Fuhrparkbezug übertragbar gemacht.";
PX-M-084;korrigiert;Themenpaket M-A;3;Statistik;calc;;"Einheit fehlte; Zahlen/Kontext aus der Originalprüfung übernommen; übertragbar gemacht.";
PX-M-090;korrigiert;Themenpaket M-A;3;Statistik;mc;;"w fehlte; Industriebeispiel aus der Prüfung auf Kraftverkehr übertragen, Optionen gleich gebaut.";
PX-M-095;korrigiert;Themenpaket M-A;3;Statistik;calc;;"Zahlen/Kontext aus der Originalprüfung übernommen; mit neuen Werten und Fuhrparkbezug übertragbar gemacht.";
PX-M-102;korrigiert + umsortiert;Themenpaket M-B;3;Statistik;mc;von Methoden · Präsentation;"Distraktoren ohne Begründung (w) – ergänzt; Diagrammwahl gehört zu Statistik/Datenauswertung (MI Mai 2017 Aufg. 4), nicht zur Präsentation; Optionslängen angeglichen (richtige Option war deutlich länger als die Distraktoren)";
PX-M-125;korrigiert;Themenpaket M-A;3;Statistik;calc;;"Einfache Anteilsrechnung mit Zahlen aus der Prüfung 11/2015 (Vorlage mehrfach vorhanden); zur prüfungsrelevanten kumulierten Häufigkeit umgebaut (MI 05/2024, 4b/4c).";
PX-M-130;korrigiert;Themenpaket M-A;3;Statistik;calc;;"Zahlen/Kontext aus der Originalprüfung übernommen; mit neuen Werten und Kraftverkehrsbezug übertragbar gemacht.";
PX-M-136;korrigiert + umsortiert;Themenpaket M-B;3;Statistik;mc;von Methoden · Präsentation;"Distraktoren ohne Begründung (w) – ergänzt; Diagrammwahl gehört zu Statistik/Datenauswertung (MI Nov. 2014 Aufg. 2), nicht zur Präsentation; Optionslängen angeglichen (richtige Option war deutlich länger als die Distraktoren)";
M-ST-601;neu;Themenpaket M-A;3;Statistik;calc;;Lücke: Unterschied zwischen indexierter Steigerung und Veränderung zum Vorjahr (P-MI-20201102 Aufg. 4a);
M-ST-602;neu;Themenpaket M-A;3;Statistik;calc;;Lücke: Unfallkennzahl je 1.000 Beschäftigte (P-MI-20181105 Aufg. 4a);
M-ST-603;neu;Themenpaket M-A;3;Statistik;calc;;Lücke: gewogener Durchschnittserlös über den Gesamtzeitraum (P-MI-20230503 Aufg. 4c);
M-ST-604;neu;Themenpaket M-A;3;Statistik;open;;Lücke: Vergleich von Fehlerquoten mit Entscheidung (P-MI-20221103 Aufg. 4);
M-ST-605;neu;Themenpaket M-A;3;Statistik;open;;Lücke: Erstellen und Auswerten eines Korrelationsdiagramms (P-MI-20211103 Aufg. 1d);
M-ST-606;neu;Themenpaket M-A;3;Statistik;mc;;Lücke: Kombinationsdiagramm mit zwei Größenachsen (P-MI-20191104 Aufg. 4b);
M-ST-607;neu;Themenpaket M-A;3;Statistik;mc;;Lücke: Netzdiagramm und seine Einsatzmöglichkeiten (P-MI-20170508 Aufg. 4);
M-ST-608;neu;Themenpaket M-A;3;Statistik;calc;;Lücke: Sortieren, Kumulieren und Pareto-Auswertung von Fehlerursachen (P-MI-20220504 Aufg. 4b);
PX-Z-065;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Anlässe der Unterweisung wie PX-Z-116.;PX-Z-116
Z-AB-113;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Dauer der Probezeit wie Z-AB-103.;Z-AB-103
Z-AB-115;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Pflichten des Ausbildenden nach § 14 BBiG wie Z-AB-106.;Z-AB-106
Z-AB-116;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: gleiche Frage nach der Pflicht des Auszubildenden zum Führen des Ausbildungsnachweises wie Z-AB-105 (gleiche richtige Antwort).;Z-AB-105
Z-AB-117;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Die Anzahl der AEVO-Handlungsfelder ist Trivia ohne Bezug zu den Meisterprüfungen.;
Z-AB-119;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Die Zusammensetzung des IHK-Prüfungsausschusses ist Randwissen ohne Bezug zu den Meisterprüfungen.;
Z-AB-124;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Funktion des Ausbildungsrahmenplans wie Z-AB-109.;Z-AB-109
Z-AB-126;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Nicht prüfungsrelevant: Zusammensetzung des Prüfungsausschusses nach § 40 BBiG (Randwissen, zugleich Dublette zu Z-AB-119).;
Z-AB-130;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Der Aufbau der Ausbildereignungsprüfung (AEVO) ist nicht Gegenstand der Meisterprüfung.;
Z-AB-131;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;"Dublette von Z-AB-104 und veraltet: verlangt „schriftliche“ Niederlegung; seit 1.8.2024 genügt die Textform (§ 11 BBiG).";Z-AB-104
Z-AB-132;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Nicht prüfungsrelevant: praktischer Teil der Ausbildereignungsprüfung (zugleich Dublette zu Z-AB-130).;
Z-AB-133;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Ausbildungsrahmenplan wie Z-AB-109.;Z-AB-109
Z-AB-134;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Zweck der Zwischenprüfung wie Z-AB-110.;Z-AB-110
Z-AB-135;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Höchstarbeitszeit nach § 8 JArbSchG wie Z-AB-122.;Z-AB-122
Z-AB-137;gelöscht;Themenpaket Z-B;4;Berufsausbildung;mc;Dublette;Dublette: Pflichten rund um den Ausbildungsnachweis wie Z-AB-129.;Z-AB-129
PX-Z-043;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc→open;;"MC mit unplausiblen Distraktoren (Verlust der Ausbildungsberechtigung von Gesetzes wegen); als offene Aufgabe nach P-ZI 06.11.2025 Aufg. 8a/b mit Fahrerbezug neu gefasst; PX-Z-044 ist darin aufgegangen.";
PX-Z-044;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Richtige Option deutlich länger als die Distraktoren; angeglichen, w ergänzt (offene Vertiefung in PX-Z-043).";
PX-Z-147;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Richtige Option deutlich länger als die Distraktoren; mit Fahrerbezug angeglichen, w ergänzt (vgl. P-ZI 07.11.2017 Aufg. 5b).";
PX-Z-187;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc→open;;"MC mit überlanger richtiger Option und unplausiblen Distraktoren; als offene Aufgabe nach P-ZI 30.04.2015 Aufg. 1a und P-ZI 13.11.2014 Aufg. 7c neu gefasst; PX-Z-199 ist darin aufgegangen.";
PX-Z-199;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Richtige Option überlang, Erklärung passte nicht zur Frage (Schlüsselqualifikationen); angeglichen, Erklärung angepasst, w ergänzt (offene Vertiefung in PX-Z-187).";
Z-AB-101;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-102;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-103;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-104;korrigiert;Leitung;4;Berufsausbildung;mc;;Leitung;
Z-AB-105;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"„schriftlicher Ausbildungsnachweis“ unvollständig (schriftlich oder elektronisch, § 13 Nr. 7 BBiG); unklarer Distraktor umformuliert, w ergänzt.";
Z-AB-106;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Richtige Option deutlich länger als die Distraktoren; angeglichen, w ergänzt.";
Z-AB-107;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-108;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Richtige Option deutlich länger als die Distraktoren; angeglichen, w ergänzt.";
Z-AB-109;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-110;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Richtige Option länger als die Distraktoren; gekürzt, w-Erklärungen ergänzt; Erklärung um die gestreckte Abschlussprüfung ergänzt.";
Z-AB-111;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-112;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"w-Erklärungen ergänzt; Erklärung um die Schriftform der Kündigung ergänzt (gilt anders als bei der Vertragsabfassung weiterhin)";
Z-AB-114;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Fachlich veraltet („elektronische Form ausgeschlossen“): Seit 1.8.2024 (BVaDiG) genügt nach § 11 BBiG die Textform. Als eigene Frage zur Form der Vertragsabfassung neu gefasst (den Zeitpunkt fragt Z-AB-104), w ergänzt.;
Z-AB-118;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Richtige Option deutlich länger als die Distraktoren; gekürzt, w ergänzt.";
Z-AB-120;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-121;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Erklärung sprach von der „Vertragsniederschrift“; seit 1.8.2024 (BVaDiG) genügt die Vertragsabfassung in Textform (§ 11 BBiG). Erklärung aktualisiert, w ergänzt";
Z-AB-122;korrigiert;Themenpaket Z-B / Querschnitt;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt | Behaltene Fassung der Dublette R-AR-047: Fünf-Tage-Woche (§ 15 JArbSchG) aus R-AR-047 und die Ausnahmeregel 8,5 Stunden (§ 8 Abs. 2a) in die Erklärung übernommen;
Z-AB-123;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-125;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Erklärung sprach von der „Vertragsniederschrift“; auf Vertragsabfassung in Textform (§ 11 BBiG, seit 1.8.2024) aktualisiert, w ergänzt";
Z-AB-127;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-128;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-129;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
Z-AB-136;korrigiert;Themenpaket Z-B;4;Berufsausbildung;mc;;"Distraktoren grammatisch unpassend („dem Auszubildenden … zur Verfügung zu stellen“ als Pflicht des Auszubildenden); sprachlich angepasst, w ergänzt.";
Z-PE-035;korrigiert + umsortiert;Themenpaket Z-A;4;Berufsausbildung;mc;von Zusammenarbeit · Personalentwicklung;"fehlende Begründungen (w) für alle Distraktoren ergänzt; umsortiert nach Berufsausbildung (Inhalt betrifft die duale Ausbildung/Auszubildende)";
PX-Z-159;gelöscht;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;Dublette;"Dublette: prüft wie Z-EA-103 den Aufbau des Prämienlohns (Grundlohn plus Prämie); richtige Option war zudem auffällig länger.";Z-EA-103
Z-EA-107;gelöscht;Dubletten;4;Entgelt und Arbeitszeit;mc;Dublette;"Dublette: Voraussetzungen § 8 TzBfG (Arbeitsrecht); Distraktor „wichtiger persönlicher Grund“ und „ohne Auszubildende“ übernommen";R-AR-045
Z-EA-108;gelöscht;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Insolvenzschutz von Wertguthaben nach § 7e SGB IV ist Randwissen der Entgeltabrechnung, kein Rahmenplan- oder Prüfungsthema.;
Z-EA-109;gelöscht;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;Dublette;Dublette: prüft wie Z-EA-122 die Verlängerung nach § 3 ArbZG auf 10 Stunden mit Ausgleich in 6 Monaten/24 Wochen.;Z-EA-122
Z-EA-111;gelöscht;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: steuerfreie Zuschlagssätze nach § 3b EStG sind Lohnsteuerrecht und kommen in keiner Originalprüfung vor; zudem Teilmenge von Z-EA-126.";
Z-EA-118;gelöscht;Themenpaket Z-B;4;Entgelt und Arbeitszeit;calc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: Teilzeitquote ist keine Prüfungskennzahl; triviale Prozentrechnung ohne Bezug zu Entgelt oder Arbeitszeit.";
Z-EA-126;gelöscht;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: steuerfreie Zuschläge nach § 3b EStG (Lohnsteuerrecht) sind weder Rahmenplaninhalt noch Gegenstand der Originalprüfungen.;
PX-B-079;korrigiert + umsortiert;Themenpaket B-A;4;Entgelt und Arbeitszeit;calc;von BWL · Kostenrechnung;Falsch einsortiert: Akkordstundenverdienst gehört zu Entgelt und Arbeitszeit (dort liegen alle übrigen Akkordaufgaben);
PX-B-174;korrigiert + umsortiert;Themenpaket B-A;4;Entgelt und Arbeitszeit;calc;von BWL · Kostenrechnung;Falsch einsortiert: Auftragszeit (Rüstzeit + Menge × Zeit je Einheit) gehört zu Entgelt und Arbeitszeit (Akkord/Vorgabezeit);
PX-B-175;korrigiert + umsortiert;Themenpaket B-A;4;Entgelt und Arbeitszeit;calc;von BWL · Kostenrechnung;Falsch einsortiert: Akkordlohn/Zeitgrad gehört zu Entgelt und Arbeitszeit;
PX-B-193;korrigiert + umsortiert;Themenpaket B-A;4;Entgelt und Arbeitszeit;calc;von BWL · Kostenrechnung;"Falsch einsortiert (Akkord → Entgelt und Arbeitszeit); Erklärung verwies auf nicht genannte Daten (Istlohn 20,24 €, 30 Std.)";
PX-Z-024;korrigiert;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
PX-Z-025;korrigiert;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc→open;;"MC mit auffällig langer richtiger Option und unplausiblen Distraktoren; wie in der BW-Prüfung (Voraussetzungen und Vor-/Nachteile des Akkordlohns) als offene Aufgabe mit Lagerbezug neu gefasst.";
PX-Z-026;korrigiert;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;;Distraktoren ohne Begründung – kurze w-Erklärungen ergänzt;
PX-Z-047;korrigiert;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;;"Richtige Option deutlich länger als die knappen, teils unplausiblen Distraktoren; Optionen angeglichen und w ergänzt.";
PX-Z-096;korrigiert;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;;"Richtige Option länger als die Distraktoren; Abgrenzung geschärft, Beispiele und Mitbestimmung (§ 87 Abs. 1 Nr. 8 BetrVG) ergänzt, w ergänzt.";
PX-Z-098;korrigiert;Themenpaket Z-B;4;Entgelt und Arbeitszeit;mc;;"Distraktoren spielten nur mit dem Wort „Übung“ (Unterweisung, Probezeit, Evakuierungsübung) und waren nicht plausibel; durch typische Verwechslungen ersetzt, w ergänzt.";
PX-Z-150;korrigiert;Variation zurückgeholt;4;Entgelt und Arbeitszeit;calc;;"Variation: Zeitgrad rückwärts gerechnet (gesucht Istzeit statt Zeitgrad wie in PX-Z-124); bisher nur mit 1,5 skalierte Zahlen und gleiches Ergebnis, daher zur Rückwärtsrechnung abgewandelt; Werkstattbezug, Rundungsvorgabe";
PX-Z-157;korrigiert;Themenpaket Z-B;4;Entgelt und Arbeitszeit;calc;;Zahlen veraltet: Akkordgrundlohn 12,00 € und Richtsatz 13,80 € liegen unter dem Mindestlohn 2026 (13,90 €). Zahlen angepasst, Rechenweg unverändert.;
